building_id,damage_grade
300051,3
99355,1
890251,1
745817,1
421793,3
871976,2
691228,1
896100,1
343471,1
766647,1
800548,1
652685,2
590834,1
612530,3
535718,1
269418,2
281421,2
797571,2
216579,1
81554,2
132785,2
976125,1
851237,1
322922,1
786774,2
922680,1
134349,3
551456,3
194812,2
520031,1
765502,3
517764,2
174470,1
395012,1
159776,1
62638,1
65760,2
761527,1
37201,1
853163,2
562505,1
349010,3
780817,3
179897,1
845103,1
171560,1
586661,1
84102,1
610806,1
269531,1
3781,2
127674,2
820462,2
955190,2
405557,1
143219,3
360041,1
378036,2
613583,2
992040,1
849585,2
491236,2
847580,1
229211,3
173624,2
642562,1
86467,1
684629,3
304627,1
255913,1
861624,1
367328,1
13216,3
838446,1
981040,1
335849,1
823769,1
666855,2
398783,1
829946,1
326177,3
359387,1
924578,2
712624,1
946541,2
373943,2
865274,1
522404,2
841632,1
649142,1
332157,1
722082,1
279597,2
107512,1
26477,1
138895,1
553866,1
157718,3
582842,3
123399,1
189875,1
70843,1
225218,2
703273,2
245176,1
760257,1
641933,1
76772,1
302226,1
535232,2
311900,2
859468,1
496582,1
970295,1
38184,1
533972,2
787930,1
706637,2
684359,1
744804,1
675284,2
900064,2
13833,1
483231,1
993785,2
91756,2
116435,2
27649,1
806119,1
527762,2
119879,1
521901,2
960588,1
150992,1
136949,2
681857,3
676342,1
85413,1
242230,1
46916,3
343837,2
693348,2
826208,1
639042,1
180348,1
997642,2
1014983,2
995476,2
599482,1
405738,2
209844,1
51119,1
1009242,1
260072,2
504317,1
678345,1
96671,1
738466,1
475174,1
767788,1
73477,1
140388,3
514634,1
59716,2
1038485,2
531485,1
666051,3
799813,1
420703,2
589536,1
661373,2
183074,3
875195,1
734876,3
988161,2
596967,3
370776,3
422000,1
829879,1
622400,1
789622,1
780895,1
14602,1
988846,1
1052375,1
101200,1
1005009,3
892887,2
582579,2
643663,1
420773,2
593771,3
678254,1
842277,1
797666,1
247831,1
987658,1
738804,1
803821,1
450829,1
490713,1
317799,1
260213,1
563507,2
890921,1
358475,1
877097,1
611331,2
140112,2
489116,1
751219,2
637592,1
363399,1
349807,2
1010213,2
274275,1
422044,1
635742,1
162240,1
380659,3
39235,1
594817,1
276267,2
622421,1
411651,3
528011,3
851293,2
669376,1
1753,1
638718,2
751101,3
559460,1
76515,1
80460,1
553776,1
312150,2
772309,3
437345,2
487537,2
393387,1
891125,1
1023631,1
107261,1
126191,3
137116,1
929006,2
222150,3
910002,1
86044,1
176074,2
153074,1
610702,1
856941,3
617478,2
485928,1
922208,1
306370,2
236678,1
419900,1
699568,3
771219,2
991482,1
211384,2
607193,1
911675,2
526435,1
303475,1
592882,2
715235,3
493169,1
981940,2
991842,1
942957,1
547080,2
636191,1
823756,2
151559,2
467575,1
17506,2
356258,1
235542,2
950690,2
715814,1
755888,1
550420,1
447977,1
490413,1
497546,2
975798,2
27136,2
705001,1
827358,1
812768,3
198545,1
69810,1
687284,1
169271,2
560991,3
89659,1
196494,1
978469,1
541401,3
762181,3
887981,1
974381,1
214827,2
14115,1
150603,2
236827,1
826290,1
1016586,2
417251,3
199989,1
41040,2
329865,1
446380,1
573543,1
79534,1
543998,1
675804,1
631605,1
715430,2
727165,1
453777,1
887410,2
808062,2
1953,1
540933,2
623996,1
352967,1
709290,2
68067,1
968956,2
1012455,2
774608,1
240334,1
696228,1
559784,1
769031,1
474176,1
507163,2
603898,1
759753,3
645053,1
847961,1
163437,3
205013,1
937195,2
817641,1
343929,3
734640,1
906212,3
1001446,3
42716,2
419453,1
340413,2
721995,1
652323,2
458622,3
1005075,1
331964,1
931599,1
180058,3
1035486,2
922921,1
691109,1
244922,1
124734,1
545585,1
51735,3
668804,1
817800,1
505387,1
927828,2
667734,1
71864,1
275425,1
253666,1
38136,3
1045388,1
834056,2
830675,1
172719,2
281148,1
940273,1
321838,1
486381,2
653205,1
835269,1
81648,1
172425,3
727971,3
928472,2
895215,3
1023647,3
997859,1
29304,1
57153,2
528607,1
749817,3
706544,1
760999,2
778465,1
987945,3
177903,1
639871,1
829665,2
823007,1
877761,2
960378,1
994124,2
461282,1
569582,1
474338,2
446462,3
489129,1
66319,2
639951,1
4119,1
359974,1
543191,1
595402,1
1022182,2
216000,1
938235,1
292853,1
904254,2
694129,2
63746,3
925788,2
1040364,2
231970,1
667627,1
24760,1
281116,2
628374,1
927502,2
917261,1
925061,1
754879,1
648017,1
1048403,1
345848,1
206436,1
163503,2
612314,2
319962,3
652056,2
1014522,1
13140,1
214595,1
766431,1
127828,1
762655,3
79942,3
531579,1
762192,1
517526,1
790207,1
403017,1
325920,1
707937,1
788206,3
139898,1
296391,3
142435,1
133505,1
869304,2
842457,2
202608,3
161175,1
405360,1
86071,1
367521,1
432450,2
673069,1
580987,1
165889,1
482079,1
258213,1
746545,1
807496,1
63435,1
929945,2
454423,1
125564,3
1039578,1
821925,1
611670,1
848791,1
315114,2
806337,3
885249,1
44495,2
822683,1
65363,1
479789,1
935930,1
1038670,1
591363,2
897543,1
1021192,1
432497,1
626116,1
802777,1
458484,1
1016345,1
414200,1
332952,1
720464,1
674703,1
1010825,1
